,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title
634,0,3,1,0,1,1,2,2,Miss
635,1,2,1,1,0,0,1,2,Miss
636,0,3,0,1,0,0,1,2,Mr
637,0,2,0,1,1,1,2,2,Mr
638,0,3,1,2,0,1,3,2,Mr
639,0,3,0,1,1,0,2,2,Mr
640,0,3,0,1,0,0,0,2,Mr
641,1,1,1,1,0,0,3,0,Mr
642,0,3,1,0,1,1,2,2,Miss
643,1,3,0,1,0,0,3,2,Mr
644,1,3,1,0,1,1,2,0,Miss
645,1,1,0,2,1,0,3,0,Mr
646,0,3,0,1,0,0,0,2,Mr
647,1,1,0,3,0,0,3,0,Rare
648,0,3,0,1,0,0,0,2,Mr
649,1,3,1,1,0,0,0,2,Miss
650,0,3,0,1,0,0,0,2,Mr
651,1,2,1,1,0,1,2,2,Miss
652,0,3,0,1,0,0,1,2,Mr
653,1,3,1,1,0,0,0,1,Miss
654,0,3,1,1,0,0,0,1,Miss
655,0,2,0,1,1,0,3,2,Mr
656,0,3,0,1,0,0,0,2,Mr
657,0,3,1,1,1,1,2,1,Mr
658,0,2,0,1,0,0,1,2,Mr
659,0,1,0,3,0,1,3,0,Mr
660,1,1,0,3,1,0,3,2,Rare
661,0,3,0,2,0,0,0,0,Mr
662,0,1,0,2,0,0,2,2,Mr
663,0,3,0,2,0,0,0,2,Mr
664,1,3,0,1,1,0,1,2,Mr
665,0,2,0,1,1,0,3,2,Mr
666,0,2,0,1,0,0,1,2,Mr
667,0,3,0,1,0,0,0,2,Mr
668,0,3,0,2,0,0,1,2,Mr
669,1,1,1,1,1,0,3,2,Mr
670,1,2,1,2,1,1,3,2,Mr
671,0,1,0,1,1,0,3,2,Mr
672,0,2,0,4,0,0,1,2,Mr
673,1,2,0,1,0,0,1,2,Mr
674,0,2,0,1,0,0,0,2,Mr
675,0,3,0,1,0,0,0,2,Mr
676,0,3,0,1,0,0,1,2,Mr
677,1,3,1,1,0,0,1,2,Miss
678,0,3,1,2,1,1,3,2,Miss
679,1,1,0,2,0,1,3,0,Mr
680,0,3,1,1,0,0,1,1,Miss
681,1,1,0,1,0,0,3,0,Mr
682,0,3,0,1,0,0,1,2,Mr
683,0,3,0,0,1,1,3,2,Mr
684,0,2,0,3,1,1,3,2,Mr
685,0,2,0,1,1,1,3,0,Mr
686,0,3,0,0,1,1,3,2,Mr
687,0,3,0,1,0,0,1,2,Mr
688,0,3,0,1,0,0,0,2,Mr
689,1,1,1,0,0,1,3,2,Miss
690,1,1,0,1,1,0,3,2,Mr
691,1,3,1,0,0,1,1,0,Miss
692,1,3,0,1,0,0,3,2,Mr
693,0,3,0,1,0,0,0,0,Mr
694,0,1,0,3,0,0,2,2,Rare
695,0,2,0,3,0,0,1,2,Mr
696,0,3,0,2,0,0,1,2,Mr
697,1,3,1,1,0,0,0,1,Miss
698,0,1,0,3,1,1,3,0,Mr
699,0,3,0,2,0,0,0,2,Mr
700,1,1,1,1,1,0,3,0,Mr
701,1,1,0,2,0,0,2,2,Mr
702,0,3,1,1,0,1,2,0,Miss
703,0,3,0,1,0,0,0,1,Mr
704,0,3,0,1,1,0,0,2,Mr
705,0,2,0,2,0,0,2,2,Mr
706,1,2,1,2,0,0,1,2,Mr
707,1,1,0,2,0,0,2,2,Mr
708,1,1,1,1,0,0,3,2,Miss
709,1,3,0,1,1,1,2,0,Master
710,1,1,1,1,0,0,3,0,Master
711,0,1,0,1,0,0,2,2,Mr
712,1,1,0,2,1,0,3,2,Mr
713,0,3,0,1,0,0,1,2,Mr
714,0,2,0,3,0,0,1,2,Mr
715,0,3,0,1,0,0,0,2,Mr
716,1,1,1,2,0,0,3,0,Miss
717,1,2,1,1,0,0,1,2,Miss
718,0,3,0,1,0,0,2,1,Mr
719,0,3,0,2,0,0,0,2,Mr
720,1,2,1,0,0,1,3,2,Miss
721,0,3,0,1,1,0,0,2,Mr
722,0,2,0,2,0,0,1,2,Mr
723,0,2,0,3,0,0,1,2,Mr
724,1,1,0,1,1,0,3,2,Mr
725,0,3,0,1,0,0,1,2,Mr
726,1,2,1,1,1,0,2,2,Mr
727,1,3,1,1,0,0,0,1,Miss
728,0,2,0,1,1,0,2,2,Mr
729,0,3,1,1,1,0,1,2,Miss
730,1,1,1,1,0,0,3,2,Miss
731,0,3,0,0,0,0,2,0,Mr
732,0,2,0,1,0,0,0,2,Mr
733,0,2,0,1,0,0,1,2,Mr
734,0,2,0,1,0,0,1,2,Mr
735,0,3,0,1,0,0,2,2,Mr
736,0,3,1,2,1,1,3,2,Mr
737,1,1,0,2,0,0,3,0,Mr
738,0,3,0,1,0,0,0,2,Mr
739,0,3,0,1,0,0,0,2,Mr
740,1,1,0,1,0,0,2,2,Mr
741,0,1,0,2,1,0,3,2,Mr
742,1,1,1,1,1,1,3,0,Miss
743,0,3,0,1,1,0,2,2,Mr
744,1,3,0,1,0,0,1,2,Mr
745,0,1,0,4,1,1,3,2,Rare
746,0,3,0,0,1,1,2,2,Mr
747,1,2,1,1,0,0,1,2,Miss
748,0,1,0,1,1,0,3,2,Mr
749,0,3,0,1,0,0,0,1,Mr
750,1,2,1,0,1,1,2,2,Miss
751,1,3,0,0,0,1,1,2,Master
752,0,3,0,2,0,0,1,2,Mr
753,0,3,0,1,0,0,0,2,Mr
754,1,2,1,2,1,1,3,2,Mr
755,1,2,0,0,1,1,2,2,Master
756,0,3,0,1,0,0,0,2,Mr
757,0,2,0,1,0,0,1,2,Mr
758,0,3,0,2,0,0,1,2,Mr
759,1,1,1,2,0,0,3,2,Rare
760,0,3,0,1,0,0,2,2,Mr
761,0,3,0,2,0,0,0,2,Mr
762,1,3,0,1,0,0,0,0,Mr
763,1,1,1,2,1,1,3,2,Mr
764,0,3,0,0,0,0,0,2,Mr
765,1,1,1,3,1,0,3,2,Mr
766,0,1,0,1,0,0,3,0,Rare
767,0,3,1,1,0,0,0,1,Miss
768,0,3,0,1,1,0,2,1,Mr
769,0,3,0,1,0,0,1,2,Mr
770,0,3,0,1,0,0,1,2,Mr
771,0,3,0,2,0,0,0,2,Mr
772,0,2,1,3,0,0,1,2,Mr
773,0,3,0,1,0,0,0,0,Mr
774,1,2,1,3,1,1,2,2,Mr
775,0,3,0,1,0,0,0,2,Mr
776,0,3,0,1,0,0,0,1,Mr
777,1,3,1,0,0,0,1,2,Miss
778,0,3,0,1,0,0,0,1,Mr
779,1,1,1,2,0,1,3,2,Mr
780,1,3,1,0,0,0,0,0,Miss
781,1,1,1,1,1,0,3,2,Miss
782,0,1,0,1,0,0,2,2,Mr
783,0,3,0,1,1,1,2,2,Mr
784,0,3,0,1,0,0,0,2,Mr
785,0,3,0,1,0,0,0,2,Mr
786,1,3,1,1,0,0,0,2,Miss
787,0,3,0,0,1,1,2,1,Master
788,1,3,0,0,1,1,2,2,Master
789,0,1,0,2,0,0,3,0,Mr
790,0,3,0,1,0,0,0,1,Mr
791,0,2,0,0,0,0,2,2,Mr
792,0,3,1,1,1,1,3,2,Miss
793,0,1,0,1,0,0,2,0,Mr
794,0,3,0,1,0,0,0,2,Mr
795,0,2,0,2,0,0,1,2,Mr
796,1,1,1,3,0,0,2,2,Rare
797,1,3,1,1,0,0,1,2,Rare
798,0,3,0,1,0,0,0,0,Mr
799,0,3,1,1,1,1,2,2,Mr
800,0,2,0,2,0,0,1,2,Mr
801,1,2,1,1,1,1,2,2,Mr
802,1,1,0,0,1,1,3,2,Master
803,1,3,0,0,0,1,1,0,Master
804,1,3,0,1,0,0,0,2,Mr
805,0,3,0,1,0,0,0,2,Mr
806,0,1,0,2,0,0,0,2,Mr
807,0,3,1,1,0,0,0,2,Miss
808,0,2,0,2,0,0,1,2,Mr
809,1,1,1,2,1,0,3,2,Mr
810,0,3,0,1,0,0,0,2,Mr
811,0,3,0,2,0,0,2,2,Mr
812,0,2,0,2,0,0,1,2,Mr
813,0,3,1,0,1,1,3,2,Miss
814,0,3,0,1,0,0,1,2,Mr
815,0,1,0,1,0,0,0,2,Mr
816,0,3,1,1,0,0,1,2,Miss
817,0,2,0,1,1,1,3,0,Mr
818,0,3,0,2,0,0,0,2,Mr
819,0,3,0,0,1,1,2,2,Master
820,1,1,1,3,1,1,3,2,Master
821,1,3,0,1,0,0,1,2,Mr
822,0,1,0,2,0,0,0,2,Jonkheer
823,1,3,1,1,0,1,1,2,Jonkheer
824,0,3,0,0,1,1,3,2,Master
825,0,3,0,1,0,0,0,1,Mr
826,0,3,0,1,0,0,3,2,Mr
827,1,2,0,0,0,1,3,0,Master
828,1,3,0,1,0,0,0,1,Mr
829,1,1,1,3,0,0,3,2,Mr
830,1,3,1,0,1,0,2,0,Mr
831,1,2,0,0,1,1,2,2,Master
832,0,3,0,1,0,0,0,0,Mr
833,0,3,0,1,0,0,0,2,Mr
834,0,3,0,1,0,0,1,2,Mr
835,1,1,1,2,1,1,3,0,Miss
836,0,3,0,1,0,0,1,2,Mr
837,0,3,0,1,0,0,1,2,Mr
838,1,3,0,1,0,0,3,2,Mr
839,1,1,0,1,0,0,2,0,Mr
840,0,3,0,1,0,0,1,2,Mr
841,0,2,0,0,0,0,1,2,Mr
842,1,1,1,1,0,0,2,0,Miss
843,0,3,0,2,0,0,0,0,Mr
844,0,3,0,1,0,0,1,2,Mr
845,0,3,0,2,0,0,0,2,Mr
846,0,3,0,1,1,1,3,2,Mr
847,0,3,0,2,0,0,0,0,Mr
848,0,2,0,1,0,1,3,2,Rare
849,1,1,1,1,1,0,3,0,Rare
850,0,3,0,0,1,1,3,2,Master
851,0,3,0,4,0,0,0,2,Mr
852,0,3,1,0,1,1,2,0,Miss
853,1,1,1,0,0,1,3,2,Miss
854,0,2,1,2,1,0,2,2,Miss
855,1,3,1,1,0,1,1,2,Miss
856,1,1,1,2,1,1,3,2,Miss
857,1,1,0,3,0,0,2,2,Mr
858,1,3,1,1,0,1,2,0,Mr
859,0,3,0,1,0,0,0,0,Mr
860,0,3,0,2,1,0,1,2,Mr
861,0,2,0,1,1,0,1,2,Mr
862,1,1,1,2,0,0,2,2,Mr
863,0,3,1,1,1,1,3,2,Miss
864,0,2,0,1,0,0,1,2,Mr
865,1,2,1,2,0,0,1,2,Mr
866,1,2,1,1,1,0,1,0,Miss
867,0,1,0,1,0,0,3,2,Mr
868,0,3,0,1,0,0,1,2,Mr
869,1,3,0,0,1,1,1,2,Master
870,0,3,0,1,0,0,0,2,Mr
871,1,1,1,2,1,1,3,2,Mr
872,0,1,0,2,0,0,0,2,Mr
873,0,3,0,2,0,0,1,2,Mr
874,1,2,1,1,1,0,2,0,Mr
875,1,3,1,0,0,0,0,0,Miss
876,0,3,0,1,0,0,1,2,Mr
877,0,3,0,1,0,0,0,2,Mr
878,0,3,0,1,0,0,0,2,Mr
879,1,1,1,3,0,1,3,0,Mr
880,1,2,1,1,0,1,2,2,Mr
881,0,3,0,2,0,0,0,2,Mr
882,0,3,1,1,0,0,1,2,Miss
883,0,2,0,1,0,0,1,2,Mr
884,0,3,0,1,0,0,0,2,Mr
885,0,3,1,2,0,1,2,1,Mr
886,0,2,0,1,0,0,1,2,Rare
887,1,1,1,1,0,0,2,2,Miss
888,0,3,1,1,1,1,2,2,Miss
889,1,1,0,1,0,0,2,0,Mr
890,0,3,0,1,0,0,0,1,Mr
